SampleID,Date,SpeciesID,Density
Hess 2,6/9/2011,HETA,0.0000
Hess 3,6/9/2011,HETA,0.0000
Hess 4,6/9/2011,HETA,0.0000
Hess 5,6/9/2011,HETA,0.0000
Hess 6,6/9/2011,HETA,0.0000
Hess 1,9/4/2011,HETA,5.8140
Hess 2,9/4/2011,HETA,11.6279
Hess 3,9/4/2011,HETA,0.0000
Hess 4,9/4/2011,HETA,63.9535
Hess 5,9/4/2011,HETA,0.0000
Hess 6,9/4/2011,HETA,0.0000
Hess 1,11/6/2010,CAPN,0.0000
Hess 2,11/6/2010,CAPN,0.0000
Hess 3,11/6/2010,CAPN,0.0000
Hess 4,11/6/2010,CAPN,0.0000
Hess 5,11/6/2010,CAPN,0.0000
Hess 6,11/6/2010,CAPN,0.0000
Hess 1,1/21/2011,CAPN,23.2558
Hess 2,1/21/2011,CAPN,17.4419
Hess 3,1/21/2011,CAPN,11.6279
Hess 4,1/21/2011,CAPN,17.4419
Hess 5,1/21/2011,CAPN,0.0000
Hess 6,1/21/2011,CAPN,23.2558
Hess 1,6/9/2011,CAPN,0.0000
Hess 2,6/9/2011,CAPN,0.0000
Hess 3,6/9/2011,CAPN,0.0000
Hess 4,6/9/2011,CAPN,0.0000
Hess 5,6/9/2011,CAPN,0.0000
Hess 6,6/9/2011,CAPN,0.0000
Hess 1,9/4/2011,CAPN,0.0000
Hess 2,9/4/2011,CAPN,0.0000
Hess 3,9/4/2011,CAPN,0.0000
Hess 4,9/4/2011,CAPN,0.0000
Hess 5,9/4/2011,CAPN,0.0000
Hess 6,9/4/2011,CAPN,0.0000
Hess 1,11/6/2010,CALO,0.0000
Hess 2,11/6/2010,CALO,0.0000
Hess 3,11/6/2010,CALO,0.0000
Hess 4,11/6/2010,CALO,11.6279
Hess 5,11/6/2010,CALO,0.0000
Hess 6,11/6/2010,CALO,0.0000
Hess 1,1/21/2011,CALO,5.8140
Hess 2,1/21/2011,CALO,0.0000
Hess 3,1/21/2011,CALO,0.0000
Hess 4,1/21/2011,CALO,0.0000
Hess 5,1/21/2011,CALO,0.0000
Hess 6,1/21/2011,CALO,11.6279
Hess 1,6/9/2011,CALO,5.8140
Hess 2,6/9/2011,CALO,0.0000
Hess 3,6/9/2011,CALO,0.0000
Hess 4,6/9/2011,CALO,0.0000
Hess 5,6/9/2011,CALO,0.0000
Hess 6,6/9/2011,CALO,0.0000
Hess 1,9/4/2011,CALO,0.0000
Hess 2,9/4/2011,CALO,0.0000
Hess 3,9/4/2011,CALO,0.0000
Hess 4,9/4/2011,CALO,0.0000
Hess 5,9/4/2011,CALO,0.0000
Hess 6,9/4/2011,CALO,0.0000
Hess 1,11/6/2010,BASP,0.0000
Hess 2,11/6/2010,BASP,0.0000
Hess 3,11/6/2010,BASP,0.0000
Hess 4,11/6/2010,BASP,0.0000
Hess 5,11/6/2010,BASP,0.0000
Hess 6,11/6/2010,BASP,0.0000
Hess 1,1/21/2011,BASP,0.0000
Hess 2,1/21/2011,BASP,0.0000
Hess 3,1/21/2011,BASP,0.0000
Hess 4,1/21/2011,BASP,0.0000
Hess 5,1/21/2011,BASP,0.0000
Hess 6,1/21/2011,BASP,0.0000
Hess 1,6/9/2011,BASP,0.0000
Hess 2,6/9/2011,BASP,0.0000
Hess 3,6/9/2011,BASP,5.8140
Hess 4,6/9/2011,BASP,0.0000
Hess 5,6/9/2011,BASP,0.0000
Hess 6,6/9/2011,BASP,0.0000
Hess 1,9/4/2011,BASP,0.0000
Hess 2,9/4/2011,BASP,0.0000
Hess 3,9/4/2011,BASP,0.0000
Hess 4,9/4/2011,BASP,0.0000
Hess 5,9/4/2011,BASP,0.0000
Hess 6,9/4/2011,BASP,0.0000
Hess 1,11/6/2010,LEPT,29.0698
Hess 2,11/6/2010,LEPT,46.5116
Hess 3,11/6/2010,LEPT,17.4419
Hess 4,11/6/2010,LEPT,133.7209
Hess 5,11/6/2010,LEPT,17.4419
Hess 6,11/6/2010,LEPT,17.4419
Hess 1,1/21/2011,LEPT,58.1395
Hess 2,1/21/2011,LEPT,40.6977
Hess 3,1/21/2011,LEPT,5.8140
Hess 4,1/21/2011,LEPT,58.1395
Hess 5,1/21/2011,LEPT,5.8140
Hess 6,1/21/2011,LEPT,34.8837
Hess 1,6/9/2011,LEPT,0.0000
Hess 2,6/9/2011,LEPT,0.0000
Hess 3,6/9/2011,LEPT,0.0000
Hess 4,6/9/2011,LEPT,0.0000
Hess 5,6/9/2011,LEPT,0.0000
Hess 6,6/9/2011,LEPT,0.0000
Hess 1,9/4/2011,LEPT,11.6279
Hess 2,9/4/2011,LEPT,180.2326
Hess 3,9/4/2011,LEPT,17.4419
Hess 4,9/4/2011,LEPT,284.8837
Hess 5,9/4/2011,LEPT,23.2558
Hess 6,9/4/2011,LEPT,11.6279
Hess 1,11/6/2010,LIBE,0.0000
Hess 2,11/6/2010,LIBE,0.0000
Hess 3,11/6/2010,LIBE,0.0000
Hess 4,11/6/2010,LIBE,0.0000
Hess 5,11/6/2010,LIBE,0.0000
Hess 6,11/6/2010,LIBE,0.0000
Hess 1,1/21/2011,LIBE,0.0000
Hess 2,1/21/2011,LIBE,0.0000
Hess 3,1/21/2011,LIBE,0.0000
Hess 4,1/21/2011,LIBE,0.0000
Hess 5,1/21/2011,LIBE,11.6279
Hess 6,1/21/2011,LIBE,0.0000
Hess 1,6/9/2011,LIBE,0.0000
Hess 2,6/9/2011,LIBE,0.0000
Hess 3,6/9/2011,LIBE,0.0000
Hess 4,6/9/2011,LIBE,0.0000
Hess 5,6/9/2011,LIBE,0.0000
Hess 6,6/9/2011,LIBE,0.0000
Hess 1,9/4/2011,LIBE,0.0000
Hess 2,9/4/2011,LIBE,0.0000
Hess 3,9/4/2011,LIBE,0.0000
Hess 4,9/4/2011,LIBE,0.0000
Hess 5,9/4/2011,LIBE,0.0000
Hess 6,9/4/2011,LIBE,0.0000
Hess 1,11/6/2010,CHLR,0.0000
Hess 2,11/6/2010,CHLR,0.0000
Hess 3,11/6/2010,CHLR,5.8140
Hess 4,11/6/2010,CHLR,5.8140
Hess 5,11/6/2010,CHLR,0.0000
Hess 6,11/6/2010,CHLR,0.0000
Hess 1,1/21/2011,CHLR,5.8140
Hess 2,1/21/2011,CHLR,5.8140
Hess 3,1/21/2011,CHLR,23.2558
Hess 4,1/21/2011,CHLR,23.2558
Hess 5,1/21/2011,CHLR,5.8140
Hess 6,1/21/2011,CHLR,23.2558
Hess 1,6/9/2011,CHLR,0.0000
Hess 2,6/9/2011,CHLR,0.0000
Hess 3,6/9/2011,CHLR,0.0000
Hess 4,6/9/2011,CHLR,0.0000
Hess 5,6/9/2011,CHLR,0.0000
Hess 6,6/9/2011,CHLR,0.0000
Hess 1,9/4/2011,CHLR,0.0000
Hess 2,9/4/2011,CHLR,0.0000
Hess 3,9/4/2011,CHLR,0.0000
Hess 4,9/4/2011,CHLR,0.0000
Hess 5,9/4/2011,CHLR,0.0000
Hess 6,9/4/2011,CHLR,0.0000
Hess 1,11/6/2010,POLL,0.0000
Hess 2,11/6/2010,POLL,0.0000
Hess 3,11/6/2010,POLL,0.0000
Hess 4,11/6/2010,POLL,5.8140
Hess 5,11/6/2010,POLL,5.8140
Hess 6,11/6/2010,POLL,0.0000
Hess 1,1/21/2011,POLL,0.0000
Hess 2,1/21/2011,POLL,0.0000
Hess 3,1/21/2011,POLL,0.0000
Hess 4,1/21/2011,POLL,0.0000
Hess 5,1/21/2011,POLL,0.0000
Hess 6,1/21/2011,POLL,0.0000
Hess 1,6/9/2011,POLL,0.0000
Hess 2,6/9/2011,POLL,5.8140
Hess 3,6/9/2011,POLL,0.0000
Hess 4,6/9/2011,POLL,0.0000
Hess 5,6/9/2011,POLL,0.0000
Hess 6,6/9/2011,POLL,0.0000
Hess 1,9/4/2011,POLL,0.0000
Hess 2,9/4/2011,POLL,0.0000
Hess 3,9/4/2011,POLL,0.0000
Hess 4,9/4/2011,POLL,23.2558
Hess 5,9/4/2011,POLL,0.0000
Hess 6,9/4/2011,POLL,0.0000
Hess 1,11/6/2010,MITE,46.5116
Hess 2,11/6/2010,MITE,5.8140
Hess 3,11/6/2010,MITE,0.0000
Hess 4,11/6/2010,MITE,11.6279
Hess 5,11/6/2010,MITE,0.0000
Hess 6,11/6/2010,MITE,23.2558
Hess 1,1/21/2011,MITE,69.7674
Hess 2,1/21/2011,MITE,93.0233
Hess 3,1/21/2011,MITE,11.6279
Hess 4,1/21/2011,MITE,46.5116
Hess 5,1/21/2011,MITE,17.4419
Hess 6,1/21/2011,MITE,5.8140
Hess 1,6/9/2011,MITE,81.3953
Hess 2,6/9/2011,MITE,87.2093
Hess 3,6/9/2011,MITE,52.3256
Hess 4,6/9/2011,MITE,87.2093
Hess 5,6/9/2011,MITE,29.0698
Hess 6,6/9/2011,MITE,93.0233
Hess 1,9/4/2011,MITE,11.6279
Hess 2,9/4/2011,MITE,52.3256
Hess 3,9/4/2011,MITE,11.6279
Hess 4,9/4/2011,MITE,11.6279
Hess 5,9/4/2011,MITE,23.2558
Hess 6,9/4/2011,MITE,23.2558
Hess 1,11/6/2010,OLIG,127.9070
Hess 2,11/6/2010,OLIG,139.5349
Hess 3,11/6/2010,OLIG,52.3256
Hess 4,11/6/2010,OLIG,831.3953
Hess 5,11/6/2010,OLIG,58.1395
Hess 6,11/6/2010,OLIG,162.7907
Hess 1,1/21/2011,OLIG,2924.4186
Hess 2,1/21/2011,OLIG,290.6977
Hess 3,1/21/2011,OLIG,511.6279
Hess 4,1/21/2011,OLIG,186.0465
Hess 5,1/21/2011,OLIG,93.0233
Hess 6,1/21/2011,OLIG,424.4186
Hess 1,6/9/2011,OLIG,226.7442
Hess 2,6/9/2011,OLIG,52.3256
Hess 3,6/9/2011,OLIG,69.7674
Hess 4,6/9/2011,OLIG,52.3256
Hess 5,6/9/2011,OLIG,29.0698
Hess 6,6/9/2011,OLIG,122.0930
Hess 1,9/4/2011,OLIG,139.5349
Hess 2,9/4/2011,OLIG,174.4186
Hess 3,9/4/2011,OLIG,23.2558
Hess 4,9/4/2011,OLIG,465.1163
Hess 5,9/4/2011,OLIG,69.7674
Hess 6,9/4/2011,OLIG,58.1395
Hess 1,11/6/2010,PLAN,377.9070
Hess 2,11/6/2010,PLAN,151.1628
Hess 3,11/6/2010,PLAN,40.6977
Hess 4,11/6/2010,PLAN,244.1860
Hess 5,11/6/2010,PLAN,11.6279
Hess 6,11/6/2010,PLAN,255.8140
Hess 1,1/21/2011,PLAN,110.4651
Hess 2,1/21/2011,PLAN,162.7907
Hess 3,1/21/2011,PLAN,186.0465
Hess 4,1/21/2011,PLAN,34.8837
Hess 5,1/21/2011,PLAN,34.8837
Hess 6,1/21/2011,PLAN,465.1163
Hess 1,6/9/2011,PLAN,17.4419
Hess 2,6/9/2011,PLAN,17.4419
Hess 3,6/9/2011,PLAN,5.8140
Hess 4,6/9/2011,PLAN,0.0000
Hess 5,6/9/2011,PLAN,0.0000
Hess 6,6/9/2011,PLAN,23.2558
Hess 1,9/4/2011,PLAN,17.4419
Hess 2,9/4/2011,PLAN,122.0930
Hess 3,9/4/2011,PLAN,81.3953
Hess 4,9/4/2011,PLAN,232.5581
Hess 5,9/4/2011,PLAN,29.0698
Hess 6,9/4/2011,PLAN,34.8837
Hess 1,11/6/2010,OSTR,58.1395
Hess 2,11/6/2010,OSTR,52.3256
Hess 3,11/6/2010,OSTR,5.8140
Hess 4,11/6/2010,OSTR,331.3953
Hess 5,11/6/2010,OSTR,5.8140
Hess 6,11/6/2010,OSTR,17.4419
Hess 1,1/21/2011,OSTR,813.9535
Hess 2,1/21/2011,OSTR,389.5349
Hess 3,1/21/2011,OSTR,46.5116
Hess 4,1/21/2011,OSTR,104.6512
Hess 5,1/21/2011,OSTR,23.2558
Hess 6,1/21/2011,OSTR,93.0233
Hess 1,6/9/2011,OSTR,29.0698
Hess 2,6/9/2011,OSTR,23.2558
Hess 3,6/9/2011,OSTR,17.4419
Hess 4,6/9/2011,OSTR,23.2558
Hess 5,6/9/2011,OSTR,5.8140
Hess 6,6/9/2011,OSTR,17.4419
Hess 1,9/4/2011,OSTR,40.6977
Hess 2,9/4/2011,OSTR,69.7674
Hess 3,9/4/2011,OSTR,17.4419
Hess 4,9/4/2011,OSTR,203.4884
Hess 5,9/4/2011,OSTR,5.8140
Hess 6,9/4/2011,OSTR,0.0000
Hess 1,11/6/2010,EMPA,0.0000
Hess 2,11/6/2010,EMPA,0.0000
Hess 3,11/6/2010,EMPA,0.0000
Hess 4,11/6/2010,EMPA,0.0000
Hess 5,11/6/2010,EMPA,0.0000
Hess 6,11/6/2010,EMPA,0.0000
Hess 1,1/21/2011,EMPA,0.0000
Hess 2,1/21/2011,EMPA,0.0000
Hess 3,1/21/2011,EMPA,0.0000
Hess 4,1/21/2011,EMPA,0.0000
Hess 5,1/21/2011,EMPA,0.0000
Hess 6,1/21/2011,EMPA,0.0000
Hess 1,6/9/2011,EMPA,0.0000
Hess 2,6/9/2011,EMPA,0.0000
Hess 3,6/9/2011,EMPA,5.8140
Hess 4,6/9/2011,EMPA,0.0000
Hess 5,6/9/2011,EMPA,0.0000
Hess 6,6/9/2011,EMPA,0.0000
Hess 1,9/4/2011,EMPA,0.0000
Hess 2,9/4/2011,EMPA,0.0000
Hess 3,9/4/2011,EMPA,0.0000
Hess 4,9/4/2011,EMPA,0.0000
Hess 5,9/4/2011,EMPA,0.0000
Hess 6,9/4/2011,EMPA,0.0000
Hess 1,11/6/2010,HEMA,5.8140
Hess 2,11/6/2010,HEMA,5.8140
Hess 3,11/6/2010,HEMA,0.0000
Hess 4,11/6/2010,HEMA,0.0000
Hess 5,11/6/2010,HEMA,0.0000
Hess 6,11/6/2010,HEMA,0.0000
Hess 1,1/21/2011,HEMA,0.0000
Hess 2,1/21/2011,HEMA,0.0000
Hess 3,1/21/2011,HEMA,0.0000
Hess 4,1/21/2011,HEMA,0.0000
Hess 5,1/21/2011,HEMA,0.0000
Hess 6,1/21/2011,HEMA,0.0000
Hess 1,6/9/2011,HEMA,0.0000
Hess 2,6/9/2011,HEMA,0.0000
Hess 3,6/9/2011,HEMA,0.0000
Hess 4,6/9/2011,HEMA,0.0000
Hess 5,6/9/2011,HEMA,0.0000
Hess 6,6/9/2011,HEMA,0.0000
Hess 1,9/4/2011,HEMA,0.0000
Hess 2,9/4/2011,HEMA,0.0000
Hess 3,9/4/2011,HEMA,0.0000
Hess 4,9/4/2011,HEMA,0.0000
Hess 5,9/4/2011,HEMA,0.0000
Hess 6,9/4/2011,HEMA,0.0000
Hess 1,11/6/2010,HOPP,0.0000
Hess 2,11/6/2010,HOPP,0.0000
Hess 3,11/6/2010,HOPP,0.0000
Hess 4,11/6/2010,HOPP,0.0000
Hess 5,11/6/2010,HOPP,0.0000
Hess 6,11/6/2010,HOPP,0.0000
Hess 1,1/21/2011,HOPP,0.0000
Hess 2,1/21/2011,HOPP,0.0000
Hess 3,1/21/2011,HOPP,0.0000
Hess 4,1/21/2011,HOPP,0.0000
Hess 5,1/21/2011,HOPP,0.0000
Hess 6,1/21/2011,HOPP,0.0000
Hess 1,6/9/2011,HOPP,0.0000
Hess 2,6/9/2011,HOPP,0.0000
Hess 3,6/9/2011,HOPP,0.0000
Hess 4,6/9/2011,HOPP,5.8140
Hess 5,6/9/2011,HOPP,0.0000
Hess 6,6/9/2011,HOPP,0.0000
Hess 1,9/4/2011,HOPP,0.0000
Hess 2,9/4/2011,HOPP,0.0000
Hess 3,9/4/2011,HOPP,0.0000
Hess 4,9/4/2011,HOPP,0.0000
Hess 5,9/4/2011,HOPP,5.8140
Hess 6,9/4/2011,HOPP,0.0000
Hess 1,11/6/2010,FORM,0.0000
Hess 2,11/6/2010,FORM,0.0000
Hess 3,11/6/2010,FORM,0.0000
Hess 4,11/6/2010,FORM,0.0000
Hess 5,11/6/2010,FORM,0.0000
Hess 6,11/6/2010,FORM,0.0000
Hess 1,1/21/2011,FORM,0.0000
Hess 2,1/21/2011,FORM,0.0000
Hess 3,1/21/2011,FORM,0.0000
Hess 4,1/21/2011,FORM,0.0000
Hess 5,1/21/2011,FORM,0.0000
Hess 6,1/21/2011,FORM,0.0000
Hess 1,6/9/2011,FORM,5.8140
Hess 2,6/9/2011,FORM,0.0000
Hess 3,6/9/2011,FORM,0.0000
Hess 4,6/9/2011,FORM,0.0000
Hess 5,6/9/2011,FORM,0.0000
Hess 6,6/9/2011,FORM,5.8140
Hess 1,9/4/2011,FORM,5.8140
Hess 2,9/4/2011,FORM,0.0000
Hess 3,9/4/2011,FORM,0.0000
Hess 4,9/4/2011,FORM,5.8140
Hess 5,9/4/2011,FORM,0.0000
Hess 6,9/4/2011,FORM,0.0000
Hess 1,11/6/2010,ISOP,0.0000
Hess 2,11/6/2010,ISOP,0.0000
Hess 3,11/6/2010,ISOP,0.0000
Hess 4,11/6/2010,ISOP,0.0000
Hess 5,11/6/2010,ISOP,0.0000
Hess 6,11/6/2010,ISOP,0.0000
Hess 1,1/21/2011,ISOP,0.0000
Hess 2,1/21/2011,ISOP,0.0000
Hess 3,1/21/2011,ISOP,0.0000
Hess 4,1/21/2011,ISOP,0.0000
Hess 5,1/21/2011,ISOP,0.0000
Hess 6,1/21/2011,ISOP,0.0000
Hess 1,6/9/2011,ISOP,0.0000
Hess 2,6/9/2011,ISOP,11.6279
Hess 3,6/9/2011,ISOP,0.0000
Hess 4,6/9/2011,ISOP,0.0000
Hess 5,6/9/2011,ISOP,0.0000
Hess 6,6/9/2011,ISOP,0.0000
Hess 1,9/4/2011,ISOP,0.0000
Hess 2,9/4/2011,ISOP,0.0000
Hess 3,9/4/2011,ISOP,0.0000
Hess 4,9/4/2011,ISOP,0.0000
Hess 5,9/4/2011,ISOP,0.0000
Hess 6,9/4/2011,ISOP,0.0000
